# This file contains 'Interaction Scores' generated by rec-YnH score function
DB(Read 1) \ AD(Read 2)	"ADRM1"	"AP2B1"	"ARL2"	"BCL2L2"	"BIK"	"BNIP3"	"BNIP3L"	"BRMS1"	"BTG1"	"CCL14"	"CCND2"	"CCND3"	"CDK4"	"CDK6"	"CDKN1A"	"CDKN2D"	"CEP55"	"CNOT7"	"CTBP1"	"DAPK1"	"DDX39A"	"DMRTB1"	"EIF4EBP2"	"EXOSC1"	"EXOSC5"	"FHL3"	"GAA"	"IGF2"	"IKZF1"	"IKZF5"	"KLF3"	"LSM2"	"LSM3"	"MME"	"MORF4L1"	"MRFAP1"	"MRFAP1L1"	"MTA1"	"NMI"	"OR10AG1"	"PCNA"	"PIAS1"	"PLEKHG7"	"PPID"	"PSMC1"	"PSMC2"	"PSMD2"	"PSMD5"	"QKI"	"RBBP4"	"RBBP8"	"RBFOX2"	"RBPMS"	"REEP2"	"RING1"	"RYBP"	"S100A1"	"S100B"	"S100P"	"SARNP"	"SH3GLB1"	"SH3GLB2"	"SNX32"	"STMN2"	"STX4"	"SUPT4H1"	"SUPT5H"	"TEX11"	"TOPBP1"	"TSG101"	"UBE2I"	"UCHL5"	"VAMP2"	"VAMP3"	"WDR7"	"lam"	"largeT"	"p53"
"ADRM1"	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.302186	0.275962	0.000000	0.526836	0.000000	0.000000	0.000000	0.193551	0.000000	0.000000	0.000000	0.000000	0.000000	1.987719	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.023022	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.286426	0.000000	0.000000	0.000000	0.000000	2.585525	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.552756	0.000000	0.000000	0.196483	0.000000	0.360552	0.000000	0.658328	0.000000	2.126969	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
"AP2B1"	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
"ARL2"	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.799229	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.537611	0.000000	0.000000	0.000000	0.490757	2.115053	0.000000	0.000000	1.035502	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.264178	0.000000	1.098559	0.000000	0.000000	1.645617	0.000000	0.000000	2.670073	0.000000	0.000000	0.000000	0.602001	0.000000	0.000000	0.000000	0.000000	1.969216	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.491786	0.000000	2.229972	0.000000	0.596354	0.000000	0.000000	0.000000	0.293257	0.959380	0.000000
"BCL2L2"	0.459021	0.000000	0.000000	0.000000	5.820565	3.490732	0.000000	0.000000	0.000000	0.000000	0.000000	0.487668	0.000000	0.000000	0.000000	0.000000	0.000000	0.746848	0.000000	0.000000	0.000000	1.111890	0.000000	0.000000	0.000000	0.487668	1.212738	0.000000	0.000000	0.000000	0.000000	0.642791	0.657216	0.000000	0.796867	0.240993	0.500542	0.000000	1.915796	0.000000	0.000000	1.177769	0.000000	0.979008	0.771028	1.573693	0.000000	0.000000	1.307224	0.451230	0.000000	0.000000	3.934776	0.000000	1.234473	0.000000	2.333210	0.000000	0.000000	0.000000	1.594370	0.417260	0.000000	1.259988	0.000000	0.000000	0.000000	1.173411	0.000000	0.000000	0.000000	0.437857	0.000000	0.000000	0.000000	0.000000	0.726173	0.000000
"BIK"	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.454662	0.000000	3.028188	0.000000	0.000000	0.000000	1.735722	0.000000	0.947007	0.000000	0.791988	0.000000	0.000000	0.000000	0.000000	0.000000	1.373304	0.000000	0.000000	1.275851	0.000000	0.000000	0.000000	0.000000	0.381559	0.000000	0.000000	0.000000	0.667498	0.921993	0.000000	0.000000	0.000000	0.000000	0.861501	0.000000	0.432065	0.000000	0.889746	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.275851	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.668334	2.089469	0.318961	0.928117	0.000000	1.258099	0.000000	1.488300	0.000000	0.000000	0.000000	0.467259	0.000000	0.000000	0.000000	0.000000	0.770366	0.000000
"BNIP3"	0.000000	0.000000	0.000000	0.000000	1.605268	0.000000	4.896601	0.550291	0.641691	0.000000	0.000000	0.000000	0.541145	0.000000	0.652857	0.000000	0.000000	2.222679	0.000000	0.948961	0.000000	2.374948	0.564167	0.000000	0.855284	0.446283	0.000000	0.884319	0.000000	0.000000	0.000000	0.814759	0.000000	0.000000	0.735202	0.000000	0.458229	0.258363	1.807274	0.983714	0.000000	0.000000	0.000000	0.369370	0.398806	0.000000	0.000000	0.000000	1.219872	0.732923	0.000000	0.000000	0.000000	0.000000	0.492132	0.216196	0.000000	0.000000	0.000000	0.218547	0.000000	1.143584	0.499321	0.000000	0.000000	0.255622	0.000000	1.091983	0.000000	0.000000	0.000000	0.400135	0.000000	0.000000	0.000000	0.189977	0.000000	0.000000
"BNIP3L"	0.516708	0.000000	0.000000	0.000000	1.850053	4.713191	0.000000	0.839739	0.777747	0.000000	1.696341	0.000000	0.660373	0.000000	0.572024	0.579656	1.336777	1.739379	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.600263	1.108329	0.000000	0.443215	0.000000	0.000000	0.000000	0.000000	1.218371	0.000000	0.885732	0.000000	0.966183	0.322092	2.066390	1.167881	0.000000	1.293505	0.000000	0.456451	0.857779	0.540536	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.694741	0.000000	0.000000	0.000000	0.000000	1.732038	0.000000	0.840917	0.000000	0.000000	0.579656	0.000000	0.566697	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
"BRMS1"	1.049292	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.193491	0.000000	0.000000	0.202947	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.870955	0.000000	0.000000	1.189888	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.473089	0.551764	5.477249	0.600298	0.000000	0.444009	0.000000	0.000000	1.467228	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.822173	0.000000	0.000000	0.000000	0.720328	0.000000	0.000000	0.000000	0.000000	0.000000	0.206012	0.000000	1.628004	0.000000	1.148410	0.000000	0.590896	0.000000	0.000000	0.000000	0.416121	0.000000	0.000000
"BTG1"	0.469495	0.000000	0.471116	0.000000	0.000000	0.000000	0.000000	0.234276	0.711970	0.000000	0.000000	0.695455	0.000000	0.000000	0.520613	1.468022	1.240418	6.341083	0.000000	0.000000	1.085560	0.000000	0.000000	0.000000	0.546765	0.868577	0.000000	0.401814	0.000000	0.000000	3.870532	0.898815	0.671262	0.000000	0.463120	1.205811	0.000000	0.290883	1.277202	1.313026	0.000000	1.945322	0.000000	0.000000	1.667268	0.857426	0.000000	0.000000	2.010119	1.091578	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.706377	0.803401	0.000000	0.426916	0.305122	0.653422	0.000000	0.527677	0.000000	1.839163	0.000000	2.170065	0.000000	1.065032	0.000000	0.000000	0.000000	0.000000	2.816732	0.000000
"CCL14"	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.245168	0.000000	0.000000	0.000000	0.283216	0.000000	0.950233	0.000000	0.000000	1.281887	1.300368	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.976885	0.283216	0.000000	0.000000	0.000000	0.000000	3.028188	0.000000	0.698148	0.000000	0.000000	0.477377	0.000000	0.768968	0.000000	0.000000	0.000000	0.627251	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.373304	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.826860	0.000000	0.000000	0.000000	0.000000	2.421411	0.785372	0.000000	0.000000	0.000000	1.258099	0.000000	0.537441	0.000000	0.000000	0.000000	1.339092	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
